beer/brewerId,beer_names,brewer_average
485,"Oatmeal Stout, Humboldt Brown Hemp Ale, Golden Nectar Ale, Victorias Triple Belgian Ale, Hefeweizen, Pale Ale",3.53
5203,"Kletswater, Mid-Summer Ale, Tabatha The Knackered",3.53
530,"Hertog Jan Oud Bruin, Janneke, Hertog Jan Pils, Het Elfde Gebod, Hertog Jan Primator, Hertog Jan Weizener, Zilverpint, Hertog Jan Dubbel, Hertog Jan Naturzuiver Bier, Hertog Jan Grand Prestige, Hertog Jan Meibock, Hertog Jan Oerblond, Hertog Jan Bockbier, Hertog Jan Karakter, Hertog Jan Lentebock, Hertog Jan Tripel, Hertog Jan Winterbier",3.53
5352,"Martovskoye, Dunkel, Ingvernoye, Khelles",3.53
5581,"Veldensteiner Landbier, Kaiser Pils, Veldensteiner Zwick'l, Veldensteiner Premium Pils, Veldensteiner Chocolate Porter, Veldensteiner Weißbier, Original Lager, Veldensteiner Festbier, Veldensteiner Dunkles Weißbier, Räucherl, Weissbier, Veldensteiner Original Lager, Premium Pilsner, St Georgen Georgenbräu Alkoholfrei",3.53
5774,Erhartinger Hefe-Weisse,3.53
582,"Trailhead American Pale Ale, Trailhead Smoked Scotch Ale, Pumpkin Ale, Trailhead Maibock, QuarterBock Beer, Trailblazer Blonde Ale, Trailhead Red Ale, Missouri Brown Dark Ale, Trailhead Pilsner, Oktoberfest, Trailhead Winter Lager, Trailhead Irish Ale, Trailhead Winter Ale, Unfiltered Honey Wheat, Riverboat Raspberry Ale, Trailhead Jalapeño, Old Courthouse Stout, Trailhead Hefe-Weizen, Spiced Belgian Ale",3.53
6078,"Maibock Hell, Scheyern Kloster-Export Dunkel, Benediktus, Scheyern Kloster-Weisse Hell, Scheyern Kloster-Gold Hell, Scheyern Kloster-Doppelbock Dunkel, Scheyern Kloster-Weisse Dunkel, Klosterbier-Hell",3.53
645,Behan's Brew No. 1,3.53
6794,"Wolf Krausen, Wolfs Blunt, Wolf Hefe Dunkel, Wölfle - Das Kleine Pils",3.53
6900,"Bear Ass, Beartown Bitter, Wheat Bear, Beartown Ginger Bear, Bearskinful, Beartown Ambeardextrous, Beartown Polar Eclipse, Beartown Kodiak Gold",3.53
7533,"Ueli Reverenz Spezial, Ueli Weizen, Ueli Bier Spezial, Ueli Winterbogg, Ueli Robur Dunkel, Ueli Hell",3.53
757,"Big Buck Beer, Antler Ale, Steam Beer, Spring Bock, Munich Helles, Belgian Grand Cru, IPA, Dunkel Weizen, Buck Naked Light, Belgian Pale Ale, Raspberry Wheat, Black River Stout, Dopplebock, Doc's ESB, Hefeweizen",3.53
7944,"Santa's Butt, Very Bad Elf, Special Pale Ale, Oxfordshire Blue, Ridgeway Bitter, Bad King John, Seriously Bad Elf, Ivanhoe, Ridgeway Rob, Reindeer Droppings, Querkus Smoked Oaked Porter, Bad Elf, Reindeer's Revolt, Pickled Santa, Insanely Bad Elf, TVA (Thames Valley Ale), Blue, IPA, Foreign Export Stout, Lump Of Coal, Criminally Bad Elf, Beer Of The Gods, Warm Welcome, California Amber",3.53
8363,"Dahlonega Extra Special English-Style Pale Ale, Dahlonega Russian Imperial Stout, Dahlonega English Bitter, Dahlonega Blonde Ale, Dahlonega Belgian Strong Golden, Dahlonega Raspberry Lambic, Dahlonega Pale Ale",3.53
9,"Flower's IPA, Mackeson Triple XXX Stout, Whitbread Celebration Ale, Whitbread Gold Label, Roger & Out, Silver Jubilee Ale, Whitbread Best Bitter, Whitbread Pale Ale, Campbell's Scotch Ale, Whitbread Best Mild, Whitbread English Ale Stock Bitter, Mackeson Stout",3.53
9985,"Olde Towne Bock, Olde Towne Raspberry Wheat, Olde Towne Pale Bock, Olde Towne Emancipation Double IPA, Olde Towne Hefeweizen, Olde Towne Extra Pale Ale, Olde Towne Porter, Olde Towne Pumpkin Ale, Olde Towne Amber, Olde Towne Pale Ale, Olde Towne Coffee Porter, Olde Towne Pilsner",3.53
10588,"Hoppers Lil Pips Mild Ale, Irish Baghandler, Hot Headed Red Head, Purple Haze, Madame X Stout, Hoppers Pale Morning, Oktoberfest Bier, Stein Knocker, Double Black Lager, This Is The Pilsener, Face Plant Wheat, Rockwell Porter, Orange Honey Wheat, Hopper's Helles",3.52
12921,"Skands Elmegade IPA, Skands Påskebryg, Skands Humlefryd, Skands Porter, Ørsted Gold",3.52
13407,"Kloster Machern Hell, Dunkel, Kloster Machern Weizen",3.52
13905,"Black Velvet, Hoppy, La Prohibition, IPA Belge, Black IPA, IPA Anglaise, Téméraire, La Trouille, Pale Ale Imperiale, Harvest 2010, Canneberge Oak Aged, 4e Anniversaire, Pale Ale Américaine, Éli, 3rd Anniversaire, La Récidive, 1er Anniversaire, Vin D'orge, Blanche De Dunham, Scotch Ale Oak Aged, Triple De Cap-Rouge, Paradisiac, 2e Anniversaire, La Récompense, La Public House Légère, L'Accommodante, La Bière De L'Ours, McDanny's Scotch Ale, Brasseurs Et Frères Mort De Rire, Le Rock 66, La Délivrance",3.52
1415,"Oatmeal Stout, Scottish Ale, Pale Ale, Stout, IPA, Hefeweizen, Vienna Creme Ale, Amber Ale, Chili Ale",3.52
15065,"Hopkirk's Irish Red, Clark's Dark Mild, Hemi-Weizen, Square Four Pale Ale, Side Oiler Stout, Cheater Slick IPA (dark), Hopwheels IPA, Flying Scot",3.52
15090,"Skipperstowt, LOA, Julebuk, Pearl Of India, Madam Wit, Dark Utzon, Naverbryg, US Pale Ale, Jomfruhumle, C. W., Dubbel, Klosterbryg",3.52
15696,"Dopplebock, Oktoberfest, Maibock, Hefe-Weizen, Skyscraper, Red Caboose Amber Lager, Pilsner",3.52
15939,"Brùton Di Brùton, 10 (Dieci), Momus, St. Renna, Bianca, La Cosa, Lilith, Stoner",3.52
16403,"Pale Ale, Porter, Wheat",3.52
16446,"Citra One Hop, Black Ops Belgian-style CDA, Pro-Am, Barrel Aged Barley Wine, Klondike Gold, Barrel Aged Sour, Highline IPA, Alembic Pale Ale, Coffee Stout, Barrel Aged Imperial Stout, Pilot Light, Noir Von Boorian, Red Von Boorian, Demolition, B-Town Brown",3.52
16900,"Baja Red, Baja Razz, Baja Blond, Belgium Wit, Peliroja, Peyote Pale Ale, Baja Black, Oatmeal Stout",3.52
18129,"The Monk's Rat Dopplebock, Ratzberry Plague Porter, Rat Tail Ale, Rampage IPA, InFESTation, Pack Rat Pilsner, Oktoberfest, Black Rat Imperial Stout, Rat Trap Lager, Field Rat Wheat Beer, Ripper, Oak Aged Rat Tail Ale",3.52
18353,"Hooptari 644, Pro Am Big Chocolate Wood, Duplicity, Peach Hefeweizen, Cluster Cuss, Earl Of Snohomish, Podunk Oatmeal IPA, Luminosity, Hopacalypse Now, Yankee Drifter, McGuffin Amber Ale, Amarillo By Morning, Hoptrocity, Citra Ass Down, Fleur D' Elise, Saison De La Ville Nue, Dry Hopped IPA, Pompatus Of Love, Textile Lady, Brother Orchid, The Big Lebrewski, Jack The R.I.P.A., Dance At Bougival, DeSantis Strong Ale, Bing, Spark In The Dark, Impact, Ace In The Hole, SpeelyaiPA, Gilda",3.52
1889,"IPA, Santa's Naughty List Lager, The Canawler, The Willy Wonka, Black Rock Bock, Blizzard Imperial Pale Ale, Schwärze Schönheit, Choklait Delight, Schwarz Bier, Laker's Waltz, Wild Ox Wheat, Light House Ale, Sabre's Edge, American Beauty, Lune D' Bleu, Harbor Master ESB, Rye Wist Of Fete, Raspberry Stout, Summer Lager, Trainwreck, The Illuminator, Street Brawlin' Stout, Sergeant Major, Perlenstrasse, Lake Effect Pale Ale, KohlerFest, Thunder, Lord Stanley Scottish, The Black Pearl, Choca Ras, Face-Off, Triple Double Bock",3.52
1890,"Imperial Stout, Red Lion Lager, Northern Light",3.52
21537,"Mr. Huff Pursuasion Pilsner, Barking Squirrel Lager, Happy Hour Premium Ale, Lawn Chair Classic Weisse",3.52
22543,"Lumina Anniversario 2010, Alica, Mayno Della Spinetta, Ulula, Mervisia, Tempore, Virtute",3.52
23605,"Schweinsbräu Gold, Schweinsbräu Dunkel, Schweinsbräu Weisse",3.52
24240,"Charlotte Ambrée, Charlotte Blonde, Charlotte De Noël, La Carlota, Charlotte Blanche",3.52
2545,Hogshead English Bitter,3.52
27,"Breakaway IPA, Hard Hat American Beer, Caboose Oatmeal Stout, Side Pocket",3.52
27038,"BJ's Tatonka Stout, BJ's Piranha Pale Ale, BJ's Harvest Hefeweizen, BJ's Blonde, BJ's Light Switch Lager, BJ's Nutty Brewnette, BJ's Octoberfest, BJ's Jeremiah Red, BJ's PM Porter",3.52
296,"St. Peter's Old-Style Porter, St. Peter's India Pale Ale, St. Peter's The Saints Whisky Beer, St. Peter's Sorgham Beer, St. Peter's English Ale, St. Peter's Wheat Beer, St. Peter's Honey Porter, St. Peter's Strong Ale, St. Peter's Cream Stout, St. Peter's Organic Best Bitter, St. Peter's Winter Ale, St. Peter's Suffolk Gold, St. Peter's King Cnut, St. Peter's G-Free (Gluten Free Beer), St. Peter's Spiced Ale (Cinnamon And Apple), St.Peter's Mild, St. Peter's Best Bitter, St. Peter's Ruby Red Ale, St. Peter's Fruit Beer (Grapefruit), St. Peter's Organic Ale, St. Peter's Fruit Beer (Elderberg), St. Peter's Amarillo Ale, St. Peter's Suffolk Smokey, St. Peter's Lemon & Ginger Spiced Ale, St. Peter's Organic English Ale, St. Peter's Golden Ale, St. Peter's Summer Ale",3.52
3655,"Ecco, Holledauer Weisses, Peccator Schlossbrau Bock, Halleroder, Schlossbräu Märzen, Auer Hell",3.52
3753,"25th Anniversary Hopped Lager, Pale Ale, Brewmaster's Black Lager, India Pale Ale, Munich Mild Dark, Hefeweizen, Classic Nut Brown Ale, 1516 Bavarian Lager, Honey Blonde Ale, Bavarian Helles, Premium Lager, Okanagan Old English Porter",3.52
4073,"Lone Pine, Full Moon Stout, Fiewild English Ale, Hippie Shake",3.52
448,"Kozel Premium, Kozel 11° Medium, Kozel, Kozel Svétlý, Master Tmavy, Master Polotmavý, Kozel Cerny (Kozel Dark) Velckopopovicky",3.52
470,"Leffe Tripel, Leffe Vieille Cuvée, Leffe De Noël, Leffe Brune / Brown, Leffe Ruby, Leffe Blonde, Leffe 9, Leffe Rossa, Leffe Bière De Printemps (Springbeer), Leffe Radieuse",3.52
4778,"3 Ravens Hell, 3 Ravens Dark, 3 Ravens Schwarz Dark Lager, 3 Ravens White, 3 Ravens Über Blond Sticke Altbier, 3 Ravens Oktoberfest, 3 Ravens Double Ale Noir, 3 Ravens Ale Noir, Über Special Bitter, 3 Ravens Blond, 3 Ravens Black, 3 Ravens 55, 3 Ravens Bock The Ravenator, 3 Ravens Rye, 3 Ravens Bronze",3.52
5055,"Challenger India Pale Ale (CIPA), Isekadoya Triple Hop, Ise Kadoya IPA, Shinto Beer, Isekadoya Pale Ale, Ise Kadoya Scotch Ale, Isekadoya Rasberry Real Ale, Ise Kadoya Stout, Ise Kadoya Griotte, Ise Kaydoya Imperial India Pale Ale, Ise Kadoya Imperial Smoked Porter, Five Hop Imperial Wheat Ale, Ise Kadoya Genmai Ale",3.52
5964,"Schlappeseppel Urbrau, Special, Schlappeseppel Hefe Weißbier, Winterbock, Schlappeseppel Kellerbier, Schlappeseppel Export, Schlappeseppel Pilsner",3.52
625,"Kräftskiva, Wien 3,5, Blonde Ale, Uppsala 3,5, Decennium Bocköl, Strong Ale 2005, Nisse, Pale Ale, Roslager 3,5, Dublin Black, Vintersemester, Tomte, Semester, India Pale Ale, Strong Ale 2006, Källarlager, Wien, Vit, Midvinter Mörk, Höstlager, Roslager, Vår Öl, Pilsner, London Fog, Midvinter Ljus, Julkloster, Blåkulla 3,5%, Oktoberfest, Slottslager, London 3,5, Zero, Brynäs Supporteröl, Nelson, Red Ale, BelgoDubbel, Uppsala Julöl, Vit 3,5, Prag, Uppsala, London, Dublin Red, Saison, Strong Ale, Svart, Blåkulla, Imperial Stout, Kloster (vintage 2005- ), Kloster (vintages -2005), Vrak",3.52
6339,"Tucker's Irish Red, Hefe-Rye-Zen Ale, Old Speckled Duck, Full Moon Autumn Ale, Darkwing Dunkel Weissen, India Pale Lager, Golden Egg Lager, Luckenbacher Hefeweizen, Sir Francis Drake Vanilla Porter, Duck-Duck-Goose, Double Chocolate Stout, Fowl Play India Pale Ale, Smoked Porter, Ichabod's Pumpkin Ale, Hidden Passage IPA, Czech Dzuch Pilsner, Quacker In The Rye, Ducktoberfest, Starducks Stout, Dodging The Blonde Brown Ale, Quackinator Dopplebock, Dark Duck Winter, Duckenbach Dunkelwiezen, Artful Dodger Barley Wine, Leapin' Lizards India Pale Ale, Ginger Brown, Pumpkinhead, Quacker Oats Pale Ale",3.52
6565,"Alligator Ale, Lumberjack Oatmeal Stout, Hammerhead Red, Hoptoberfest",3.52
6882,"Saintly, Paragon Steam",3.52
7739,"Dark And Stormy Night, Irish Red Ale, Man's Best Friend, Dooryard Summer Ale, Harvest Ale, Melon Head, Yippee IPA, Maple Cream Ale, Timber Hog, Simeon Jones River Valley Amber Ale, Feels Good Imperial Pilsner, Winter Warmer, Blonde Ale, Best Bitter",3.52
7933,"Ingver, Märzen",3.52
8402,"Bitter, Holy Joe, YSD (Yates' Special Draught), No 3",3.52
8546,"Old Dan, Liberation Ale, Playmaker, Very Nutty Black, Good Elf, Nutty Black, Wainwright, Strong Brown Ale, Dark Mild, Daniels Hammer, Flying Shuttle, Double Century, Thwaites Smooth, Lancaster Bomber, Yates & Jackson Lioncrest, Kaltenberg Royal Lager Beer, Frothy Moth, Thoroughbred Gold, Golden Wunder, Bloomin' Smoky, Thoroughbred, Lancaster Brown Ale, Double Century (Cask), Bombay Pilsner, Liberation Premium Ale, Thwaites Original Bitter",3.52
9510,"Waldhaus Ohne Filter, Waldhaus Spezial Bier, Waldhaus Diplom Pils, Waldhaus Weisse",3.52
10498,"Tacklers Tipple, Knocker Up",3.51
11494,"Pale Ale, Starbock, Maibock, Kolsch, Porter, Hefeweizen, ESB, Belgian XXXX",3.51
1162,"Mad Anthony Johnny Appleseed Apple Ale, Snow Plowed Winter Ale, XXX Pale Ale, Ruby Raspberry Wheat Ale, Oatmeal Stout, No. 3 Irish Red, Mad Anthony IPA, Mad Anthony Wheat, Punkunhead, Anniversary Ale, RyePA, Barr Street Bock, Old Fort Porter, Summer Daze, Harry Baals Irish Stout, Gabby Blonde Lager, Bourbon Barrel Aged Porter, Auburn Lager, E.S.B., Mad Anthony Kolsch, Mad Anthony Imperial IPA, Java Porter, Old Crippled Bastard, Mad Anthony Imperial Stout, Happy Weasel Hefe Weizen, Blueberry Wheat, Summer Wheat, Sofa King IPA, Big Daddy Brown Ale, Mad Anthony Muddy River Amber Ale, Double Stout, Mad Anthony Oktoberfest, Ol Woody Pale Ale, Pan Head Red, Mad Anthony Bavarian Black Lager",3.51
12560,"Palmers Resolution, Old Cornelius",3.51
12567,"Laitilan Imperiaali, Kukko Pils III, Kukko Portteri, Kievari Oktoberfest",3.51
1299,"Pale Ale, Red Ale, Olde Coot Stout, Blueberry Wheat Ale",3.51
13907,"Berliner Weisse, Jeff's Pale Ale, Saint Patrick, Oatmeal Stout, Ginger Bee Beer, Syzygy Barrel-Aged Black IPA, Golden 8, Chunkin Pumpkin, Twisted Creek Wheat, Braggot, IFB Black IPA, 5th Anniversary Ale, Boxcar Brown, Crabtree Orton Imperial Stout, Cezanne Saison, Meatlocker Barrel-Aged Smoked Porter, Downtown Nutbrown Ale, Peachtree Cherry Wheat, Eclipse Black IPA, Dearfield Ale",3.51
14127,"Smooth, Cinnamon And Cardamon Ale, Honey Brown, Lunch Pail Ale, French Quarter Smoked Chipotle, Zombie Apocalypse Red Lager, Australian Mountain Pepper Berry, Whytemud Whysky Lager, Kenmount Road Chocolate Stout, Pale Ale, Hudsons Red Henry Ale, Sap Vampire Maple Lager",3.51
14241,Pledgdon Ale,3.51
14662,"BK, L'Olmaia La 5, L'Olmaia La 9",3.51
1542,"Anileation Stout, Double Nelson, Quayle Ale, 2IC, Trafalgar Pale Ale, Nelsons Blood, Old Admiral, Three Sheets, Victory Bitter",3.51
15765,"Brewhouse Bolnde, Coffee Porter, Piranha Pale Ale",3.51
16256,"Alter Ego Altbier, Circle City Wheat, Copperline Amber Ale, Flagship IPA, Maibock, Bynum Brown, Firecracker Pale Ale, Oatmeal Porter, Sky Blue Golden Ale, Winter Wonder",3.51
1627,"California Blonde Ale, Certified Organic I.P.A., Imperial Doppel Bock, Earth Thirst Double IPA, Raven's Eye Imperial Stout, Hazelnut Porter, Acai Berry Wheat, Blueberry Wheat, Certified California Blonde Ale, Ravensbrau Porter, Certified Organic Porter, Ravensbrau India Pale Ale, Climax Noel - Imperial Red Ale, Barrel Aged Triple Exultation, Black Cherry Porter, Triple Exultation, Certified Organic Amber Ale, Certified Extra Pale Ale",3.51
17233,"Bitter D'Aiguillon, Bière De Noël, 1881, India Pale Ale, Saison Houblon, Rousse, Imperial Stout, Harvest Ale, Double IPA, Blanche, La Solidaire, Noire A L'Avoine, Ambrée Amère, Nouvelle Moisson (2010-2011)",3.51
17752,"La Dernière Mission, Double Bonsecours A L'Erable Randall Mystere, Special B, Saison Voatsiperifery, Saison De Blé, Gaz De Course, Gasket De Tête, Fleur Du Diable \"Luxura\", Cuvee Des Saveurs, Double De Bonsecours, Forêt Enchantée, Fleur Du Diable, Forêt-Noire",3.51
18378,Eost Du,3.51
2143,"Dante's Dream, Maibock, Royal Raspberry Wheat, Dante's Nightmare, The Five Point Palm Exploding HOP Technique, Dark Wheat, Uniquity, Annona, Cow Town Wheat, Dark Rye, Fountain City Irish Red, How's Your Mama?, XXX-Mas Ale, Good Hope IPA, Fountain City Amber, Golden Ale, Red Eye Rye, California Common, Porter's Porter, Muddy Mo&#8217; Stout, Possum Trot Brown Ale, Kaw Point Pale Ale, ESB, Hefeweizen, Pumpkin Spice, Blueberry Wheat, Reverend Waldo Abbey Ale, Alpha Male IPA, Aviator Oatmeal Stout",3.51
21592,"Dentleiner Landbier, Ratsbier, Emmer Bier, Dentleiner Original",3.51
2179,"MacTarnahan's Blackwatch Porter, Pyramid Amber Weizen, Mac's Ale, Pyramid Hefe Weizen, Curve Ball Kolsch, DPA, Apricot Weizen, MacTarnahans Bourbon Cask Aged Blackwatch Cream Porter, Pyramid IPA",3.51
22654,"Ambrée-Bière De Saint Louis, Blonde 1816, Blanche-Bière De Saint Louis, Bière De Noël",3.51
22938,"Alesner, Pilsner",3.51
23,"Twisted Pine Amber Ale, Bernstein Beers, Twisted Pine Le Petit Saison, Spring Thyme, Big Shot Espresso Stout (Timberline Series), Torker Double IPA, Twisted Pine Buffalo Black, Imperial Hoppy Knight, Grandpa Hoppy, Green Pepper Saison, Twisted Pine Hoppy Girl, Twisted Pine Honey Brown Ale, Razzy Xpress, Rocky Mountain Wheat, Reilly's Oak Whiskey Red, Billy's Chilies Beer (Timberline Series), Twisted Pine Northstar Imperial Porter, Twisted Pine Raspberry Wheat Ale, Ghost Face Killah, Oak Whiskey Red Sour, Red Mountain Ale, Twisted Pine Cream Style Stout, Saison Limon, Twisted Pine Blonde, Bouregard Blueberry, Twisted Pine Hoppy Man IIPA, Twisted Pine Hoppy Knight, Bough Breaker, Holy Mole, Black Knight, Twisted Pine Hoppy Boy, Twisted Pine Brown Ale, Twisted Pine Barley Wine, Silly Billy's Chilies, Pearl Street Porter, Poison Fish, Fresh Hop",3.51
2426,"Belgian White, Benny's Brew Pale Ale, Willoughby's Scottish Ale, Nut Brown Ale, Wassick's White Wall, Olde 76 Strong Ale, Crowtown Ale, Fitchett Homebrew '08, Suckerpond Blonde, Spiced Rum Porter, Red Seasonal, Vermont Special Porter, Maple Porter, Stark House #1 Raspberry, Octoberfest, Hefe Weizen, Buck's Honey Wheat",3.51
2648,"Tonnerre De Brest, Tonnerre De Brest Brune",3.51
27839,"Icelandic Toasted Porter, Icelandic White Beer, Icelandic Pale Ale, Icelandic Doppelbock",3.51
27927,"Tatton Ale, Yeti",3.51
3665,"Festtrunk, Landbier, Hofgut-Pils, Zwickel, Export, Urweizen Dunkel, Urweizen",3.51
4125,"India Pale Ale, Fisher Red Ale, Brown Ale, Powder Day Pale Ale, Biker Stout, Great Sex Honey Ale, King Schwing Pilsner, Whitewater Wheat",3.51
4237,"Tuck's Tenacious Trippel, River Back Jack IPA, Mississippi Mocha Coffee Stout, XII Anniversary, Wigged Pig Wheat, Cannonball Ale, Scottish Terrier, Blue Bastard Baltic Porter, Robust Porter, Crescent Moon ESB, Count Magnus, Big Bad Dog, Raspberry Bourbon Ale, Guatemalan Coffee Stout, Arkham Stout, Hefeweizen, Finnegan's Irish Stout, Black Zemon, Scotch Terrier, Off The Rail Ale, Bowfish Imperial Stout, Munich Helles, Abbey Something, Howling Man Imperial Pale Ale, Rock Island Rye, Corriander & Orange, Anniversary Ale (XV), Marley's Black Strap Stout",3.51
4398,"Hefeweizen, Maibock, Three Skulls Cutthroat Red, Seven Swabians Eisbock, Bavarian Style Lager (Helles), Citrus Wheat, Three Skulls Wreckage, Bavarian Dunkelweizen, Blackbeard Dark Lager, Rauchbier, Kellerbier, Cutthroat Imperial Red, Bourbon Barrel Aged Winter Poison, Bavarian Weizen, Three Skulls Pillagers Pale, Über Weisse, Helles Bock, Doppelbock, Three Skulls Black Bonney Porter, Three Skulls Yellowbeard Pilsner, Three Skulls Buccaneer Bacon, Munich, Winter Poison, Three Skulls Hop The Plank IPA, Three Skulls Blood Orange Wit, Breakaway IPA, Oktoberfest, King Porter, Pilsner, Rumpelstiltskin Rauch Doppelbock, Schwarzbier",3.51
4558,"Tram Helles, Quentinius, Tram Märzen, India Pale Ale, Black Irish Stout, Tram Weizen",3.51
4808,"Challenger India Pale Ale, Freddie Trueman Finest Yorkshire Ale, Golden Pippin Ale, Scotts 1816, Best Bitter, Black Gold (a.k.a. Dark Ale)",3.51
490,"Local Color Old Friend Stout, Local Color Tomboy Red, Local Color Smooth Talker Pilsner, Local Color Novi Pilsner, Local Color Corporate Jim Pale Ale",3.51
5115,"First Date Imperial Stout, Bombay Bomber IPA, Frosty's Best Bitter, Holly Daze Ale, Double Play IPA, Raging Rhino Red, Hairy Weasel Hefeweizen, Emerald Irish Ale, Broadway Blonde, Nigel's ESB, San Andreas Alt",3.51
6143,"Moosbacher Weissbier, Moosbacher Schwarze Weisse, Moosbacher Kellerbier, Moosbacher Lager",3.51
618,"Special Pale Ale, Strawberry Vanilla Wheat Ale, County Ale, Russian Imperial Stout, MC2 Stout, GSB (Guelph Special Bitter), Iron Duke, Ce’ Da Bitter Blue, Oast House Ale, Headstrong Munich Lager, Welly Mammoth Winter Stout, Silver Wheat Ale, Wellington IPA, Arkell Best Bitter, Ontario Honey Lager, Trailhead Lager, Homegrown Bitter",3.51
6703,"Härtsfelder Schaller Ur-Hell, Härtsfelder Schaller Export Hell, Härtsfelder Kloster Braunbier, Härtsfelder Organic Lager, Härtsfelder Meister Pils, Härtsfelder Premium Weisse, Kung Markatta Ljus Lager",3.51
718,"Petrus Speciale Ale, Petrus Winter #9, Wittekerke Passion, Monk's Cafe Sour Brown, Petrus Aged Pale, Boeteling, Wittekerke, Petrus Oud Bruin, Wittekerke Speciale, Wittekerke Rosé, Wittekerke Framboise, Half Moon Arctic Ale, Kuurnse Witte, Pilaarbijter (Tripel Ale) Bruin (Red Cap), Petrus Speciale, Ezel Bruin Bier, Petrus Winterbier, Wittekerke Winter Wit, Fancy Low Alcohol Beer, Petrus Blond, Petrus Dubbel, Bavik Pils / Lager, Bavik Witte Ezel (White Donkey), Petrus Gouden Tripel, Pilaarbijter (Tripel Ale) Blond (Brass Cap), Camaraderie",3.51
74,"Hooker Brown, Irish Red Ale, Pumpernickel Ale, Gritty McDuff's Summer Wheat, Hooker Pale Ale, Mt. Abram's Ale, Portland Head Light Pale Ale, Moose Pond Ale, Gritty McDuff's Red Claws Ale, Gritty McDuff's India Pale Ale, Gritty McDuff's Scottish Ale, Gritty McDuff's Christmas Ale, Mocha Stout, Gritty McDuff's Black Fly Stout, Sebago Light Ale, Oatmeal Stout, Gritty McDuff's Halloween Ale, Gritty McDuff's Best Brown, Gritty McDuff's Raspberry Wheat, Old Porter Ale, Raspberry Light, Gritty McDuff's Best Bitter, Vacationland Summer Ale, Gritty McDuff's Blue Porter, Scottish Style Ale, Gritty McDuff's Pub Ale, 21 IPA, 1896 Wood Island Old Ale",3.51
8560,"Hepworth Bitter, Marks & Spencer Sussex Bitter, Gurkha, Curious Brew Cobb IPA, One And All (for Carn Brea Brewing Co), Ceylon Pride Smooth Lager Beer, Vintage Roots Organic Beer, Prospect, Bangla, Curious IPA, Curious Brew, Gold Lager Original, Iron Horse, Old Ale, Pullman, Christmas Ale 2004, Conqueror - Sussex Stout, Curious Brew Admiral Porter, Sussex",3.51
8656,"Shropshire Lad, Pot O Gold, Christmas Cracker, Quaff, Air Ambulance Ale, Shropshire Lass, Hopping Mad, The Shropshire Way, Parish, Get Knotted",3.51
8742,"Eggstravaganza, Puritans Porter, Springhead Bitter, Festive Firkin, Drop O' The Black Stuff, Oliver's Army, The Leveller, Roaring Meg, Barebones",3.51
9140,"Last Drop Brewhouse Kristal Wheat, Las Drop Forbidden Witbier, Last Drop Brewhouse Wheat, Last Drop Bock, Last Drop Pale Face, Last Drop Brewhouse Dark, Last Drop Original Fassbier, Last Drop Brewhouse Stratford Bitter, Last Drop Brewhouse Pilsener, Last Drop Brewhouse Keller",3.51
936,"12 Year Anniversary Ale, Solar Winds, Longhorn Ale, Chocolate Dunkel, Independence Ale, Mootsy's Loudmouth Soup, Gonzaga Ale, Crystal Bitter Ale, Créme Ale, Stellar Stout, Copper Creme Ale, 16 Year Anniversary Ale, Whiskey Sour Dunkel, Pale Ale, Summer Wheat Ale, Winter Ale, Blueberry Ale, Copper Fest, 14 Year Anniversary Ale, Horned Aviator, Bulldog Ale, IPA, 13th Anniversary Imperial India Pale Ale, Eagle Brew, Amber Ale, 17 Year Anniversary Ale",3.51
1,"Primus, Master Tmavý 18°, Pilsner Urquell 3.5%, Gambrinus Excelent (Gambrinus 11), Urutislav, Gambrinus Svetly, Master Zlatý 15°, Pilsner Urquell Kvasnicový (Unfiltered Yeast Beer), Gambrinus, Gambrinus Pale, Master Polotmavý 13°, Pilsner Urquell, Eisbrau Czech",3.5
10215,"La Brunette, Schmitt Barley Wine, Schmitt Ale",3.5
1049,"Steamboat Pale Ale, Southern Flyer Light Lager, Brewer's Select IPA, Rocket Red Ale, Thick Brick Red Ale, Dunkelweiss, Amber Ale, Vienna Lager, Sweet Magnolia Brown Ale, Schwarzbier, Tilt Pale Ale, Irish Red Lager, House Brand IPA, Stone Cup Roasting Company Coffee Stout, Spiced Pumpkin Ale, Gadzooks Pilsner, Iron Horse Stout, Soleil IPA, Wowzer's Wheat, Toasted Oat Pale Ale, 16th Avenue Pilsner, Imperial 375 Pale Ale, Oktoberfest, Winternit Porter",3.5
10670,"Duck Creek Dunkel, Acme Amber",3.5
11008,"Kiltlifter Scotch Ale, Munich Dunkel, Porter, Morning Wood Wheat, Pallavicini Pilsner",3.5
11960,"Bière Blanche La Gaumette, Jean Chris Numero 2 - Cognac Cask Edition, La Djean Triple, La Djean D' Mady, La Grognarde, Jean Chris Numero 2, La Sainte Hélène Ambree, La Marquise Du Pont D'Oye, La Sainte Hélène Blonde, Barley Wine",3.5
12154,Vasa Ulvö Suröl,3.5
1251,"Loon Golden Ale, Autumn Brew, Cask Conditioned Vanilla Bean Old Man Oatmeal Stout, Wassail Ale, Pemi Pale Ale, Double Rye IPA, Kanc Country Maple Porter, 4000 Footer IPA, Scotch Ale, Pig's Ear Brown Ale, White Mountain Weasel Wheat, Vanilla Chocolate Porter, Old Man Oatmeal Stout, White Mountain Raspberry Weasel Wheat, Red Rack Ale",3.5
